client_id;record_id;first_rec;sessions;length;rejects;income;trans;conversion;pc;mob;pad;organic;paid;referal;click;compare;cart
2514;629;1;4;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2514;10776;0;3;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2515;3142;1;2;504;0;0;0;100;1;0;0;0;0;0;0;0;0
2515;14872;0;2;504;0;0;0;100;0;0;0;0;1;0;0;0;0
2516;7209;1;2;40;0;0;0;0;0;1;0;0;0;0;0;0;0
2516;14873;0;2;40;0;0;0;0;0;0;0;0;1;0;0;0;0
2517;7210;1;2;7;50;0;0;0;0;1;0;0;0;0;0;0;0
2517;14874;0;2;7;50;0;0;0;0;0;0;0;1;0;0;0;0
2518;17630;1;1;41;0;0;0;100;0;0;0;0;0;0;0;0;1
2519;7211;1;2;167;0;0;0;50;0;1;0;0;0;0;0;0;0
2519;14875;0;2;167;0;0;0;50;0;0;0;0;1;0;0;0;0
2520;3143;1;2;204;50;0;0;50;1;0;0;0;0;0;0;0;0
2520;14876;0;2;204;50;0;0;50;0;0;0;0;1;0;0;0;0
2521;7212;1;2;10;0;0;0;0;0;1;0;0;0;0;0;0;0
2521;14877;0;2;10;0;0;0;0;0;0;0;0;1;0;0;0;0
2522;4828;1;3;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2522;10777;0;3;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2523;243;1;6;33;33,33;0;0;0;1;0;0;0;0;0;0;0;0
2523;8962;0;6;33;33,33;0;0;0;0;0;0;0;1;0;0;0;0
2524;4166;1;4;5;0;0;0;0;0;1;0;0;0;0;0;0;0
2524;9630;0;4;5;0;0;0;0;0;0;0;0;1;0;0;0;0
2525;1192;1;3;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2525;10778;0;3;8;0;0;0;0;0;0;0;0;1;0;0;0;0
2526;373;1;5;10;0;0;0;0;1;0;0;0;0;0;0;0;0
2526;9184;0;5;10;0;0;0;0;0;0;0;0;1;0;0;0;0
2527;7213;1;2;12;0;0;0;0;0;1;0;0;0;0;0;0;0
2527;14878;0;2;12;0;0;0;0;0;0;0;0;1;0;0;0;0
2528;4829;1;3;248;33,33;0;0;33,33;0;1;0;0;0;0;0;0;0
2528;14879;0;2;372;0;0;0;50;0;0;0;0;1;0;0;0;0
2529;1193;1;3;124;0;0;0;33,33;1;0;0;0;0;0;0;0;0
2529;10779;0;3;124;0;0;0;33,33;0;0;0;0;1;0;0;0;0
2530;3144;1;2;1121;0;0;0;100;1;0;0;0;0;0;0;0;0
2530;14880;0;2;1121;0;0;0;100;0;0;0;0;1;0;0;0;0
2531;7214;1;2;1;50;0;0;0;0;1;0;0;0;0;0;0;0
2532;3145;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2532;14881;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0
2533;3146;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2533;14882;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2534;4830;1;3;442;33,33;0;0;33,33;0;1;0;0;0;0;0;0;0
2534;10780;0;3;442;33,33;0;0;33,33;0;0;0;0;1;0;0;0;0
2535;7215;1;2;82;0;0;0;0;0;1;0;0;0;0;0;0;0
2535;14883;0;2;82;0;0;0;0;0;0;0;0;1;0;0;0;0
2536;4831;1;3;20;0;0;0;0;0;1;0;0;0;0;0;0;0
2536;10781;0;3;20;0;0;0;0;0;0;0;0;1;0;0;0;0
2537;3590;1;26;92;53,85;0;0;26,92;0;1;0;0;0;0;0;0;0
2537;8651;0;26;92;53,85;0;0;26,92;0;0;0;0;1;0;0;0;0
2537;16671;0;1;49;0;0;0;100;0;0;0;0;0;0;1;0;0
2537;17631;0;1;886;0;0;0;300;0;0;0;0;0;0;0;0;1
2538;4832;1;3;103;33,33;0;0;33,33;0;1;0;0;0;0;0;0;0
2539;3147;1;2;671;50;0;0;50;1;0;0;0;0;0;0;0;0
2539;14884;0;2;671;50;0;0;50;0;0;0;0;1;0;0;0;0
2540;4833;1;3;8;0;0;0;0;0;1;0;0;0;0;0;0;0
2540;10782;0;3;8;0;0;0;0;0;0;0;0;1;0;0;0;0
2541;7879;1;4;318;25;0;0;75;0;0;1;0;0;0;0;0;0
2541;8461;0;3;348;33,33;0;0;33,33;0;0;0;1;0;0;0;0;0
2541;16673;0;1;230;0;0;0;200;0;0;0;0;0;0;1;0;0
2542;7216;1;2;4;0;0;0;0;0;1;0;0;0;0;0;0;0
2542;14886;0;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0
2543;4834;1;3;48;0;0;0;0;0;1;0;0;0;0;0;0;0
2543;10783;0;3;48;0;0;0;0;0;0;0;0;1;0;0;0;0
2544;1194;1;3;371;0;0;0;33,33;1;0;0;0;0;0;0;0;0
2544;10784;0;3;371;0;0;0;33,33;0;0;0;0;1;0;0;0;0
2545;3149;1;2;5;50;0;0;0;1;0;0;0;0;0;0;0;0
2545;14887;0;2;5;50;0;0;0;0;0;0;0;1;0;0;0;0
2546;4835;1;3;199;33,33;0;0;33,33;0;1;0;0;0;0;0;0;0
2546;10785;0;3;199;33,33;0;0;33,33;0;0;0;0;1;0;0;0;0
2547;7217;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0
2547;14888;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0
2548;7218;1;2;264;0;0;0;100;0;1;0;0;0;0;0;0;0
2548;14889;0;2;264;0;0;0;100;0;0;0;0;1;0;0;0;0
2548;17014;0;1;472;0;0;0;200;0;0;0;0;0;0;0;1;0
2549;3150;1;2;277;0;0;0;50;1;0;0;0;0;0;0;0;0
2549;14890;0;2;277;0;0;0;50;0;0;0;0;1;0;0;0;0
2550;3151;1;2;486;50;0;0;50;1;0;0;0;0;0;0;0;0
2550;14891;0;2;486;50;0;0;50;0;0;0;0;1;0;0;0;0
2551;7220;1;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0
2552;8311;1;2;12;0;0;0;0;0;0;1;0;0;0;0;0;0
2552;14892;0;2;12;0;0;0;0;0;0;0;0;1;0;0;0;0
2553;4167;1;4;337;0;0;0;50;0;1;0;0;0;0;0;0;0
2553;9631;0;4;337;0;0;0;50;0;0;0;0;1;0;0;0;0
2554;7221;1;2;3;50;0;0;0;0;1;0;0;0;0;0;0;0
2554;14893;0;2;3;50;0;0;0;0;0;0;0;1;0;0;0;0
2555;7222;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2555;14894;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2556;1195;1;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2556;14895;0;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0
2557;3152;1;2;176;0;0;0;50;1;0;0;0;0;0;0;0;0
2557;14896;0;2;176;0;0;0;50;0;0;0;0;1;0;0;0;0
2558;7223;1;2;6;50;0;0;0;0;1;0;0;0;0;0;0;0
2558;14897;0;2;6;50;0;0;0;0;0;0;0;1;0;0;0;0
2559;1196;1;3;177;0;0;0;33,33;1;0;0;0;0;0;0;0;0
2559;10787;0;3;177;0;0;0;33,33;0;0;0;0;1;0;0;0;0
2560;16674;1;1;200;0;0;0;200;0;0;0;0;0;0;1;0;0
2561;7224;1;2;9;0;0;0;0;0;1;0;0;0;0;0;0;0
2561;14898;0;2;9;0;0;0;0;0;0;0;0;1;0;0;0;0
2562;4168;1;4;2;50;0;0;0;0;1;0;0;0;0;0;0;0
2562;9632;0;4;2;50;0;0;0;0;0;0;0;1;0;0;0;0
2563;374;1;5;1224;0;4480;1;140;1;0;0;0;0;0;0;0;0
2563;9633;0;4;1530;0;4480;1;175;0;0;0;0;1;0;0;0;0
2563;17633;0;1;76;0;0;0;100;0;0;0;0;0;0;0;0;1
2564;7225;1;2;33;0;0;0;0;0;1;0;0;0;0;0;0;0
2565;7226;1;2;404;50;0;0;50;0;1;0;0;0;0;0;0;0
2565;14899;0;2;404;50;0;0;50;0;0;0;0;1;0;0;0;0
2566;3153;1;2;69;50;0;0;0;1;0;0;0;0;0;0;0;0
2566;14900;0;2;69;50;0;0;0;0;0;0;0;1;0;0;0;0
2567;4836;1;3;7;0;0;0;0;0;1;0;0;0;0;0;0;0
2567;10788;0;3;7;0;0;0;0;0;0;0;0;1;0;0;0;0
2568;3908;1;5;78;40;0;0;40;0;1;0;0;0;0;0;0;0
2568;9185;0;5;78;40;0;0;40;0;0;0;0;1;0;0;0;0
2568;17015;0;1;79;0;0;0;100;0;0;0;0;0;0;0;1;0
2569;3154;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2569;14901;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2570;1197;1;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2570;14902;0;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0
2571;3909;1;5;27;20;0;0;0;0;1;0;0;0;0;0;0;0
2571;9186;0;5;27;20;0;0;0;0;0;0;0;1;0;0;0;0
2572;4837;1;3;129;33,33;0;0;33,33;0;1;0;0;0;0;0;0;0
2572;10789;0;3;129;33,33;0;0;33,33;0;0;0;0;1;0;0;0;0
2573;17634;1;1;499;0;0;0;200;0;0;0;0;0;0;0;0;1
2574;4169;1;4;19;0;0;0;0;0;1;0;0;0;0;0;0;0
2574;9634;0;4;19;0;0;0;0;0;0;0;0;1;0;0;0;0
2575;7227;1;2;1443;0;0;0;100;0;1;0;0;0;0;0;0;0
2575;14903;0;2;1443;0;0;0;100;0;0;0;0;1;0;0;0;0
2576;7228;1;2;7;0;0;0;0;0;1;0;0;0;0;0;0;0
2576;14904;0;2;7;0;0;0;0;0;0;0;0;1;0;0;0;0
2577;3155;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2577;14905;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2578;4838;1;3;1803;0;0;0;66,67;0;1;0;0;0;0;0;0;0
2578;16018;0;3;1803;0;0;0;66,67;0;0;0;0;0;1;0;0;0
2579;7229;1;2;6;50;0;0;0;0;1;0;0;0;0;0;0;0
2579;14906;0;2;6;50;0;0;0;0;0;0;0;1;0;0;0;0
2580;17635;1;1;67;0;0;0;100;0;0;0;0;0;0;0;0;1
2581;1198;1;3;29;0;0;0;0;1;0;0;0;0;0;0;0;0
2581;10790;0;3;29;0;0;0;0;0;0;0;0;1;0;0;0;0
2582;4839;1;3;45;0;0;0;0;0;1;0;0;0;0;0;0;0
2582;10791;0;3;45;0;0;0;0;0;0;0;0;1;0;0;0;0
2583;7230;1;2;47;50;0;0;0;0;1;0;0;0;0;0;0;0
2584;7231;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0
2584;14907;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0
2585;7232;1;2;333;0;0;0;50;0;1;0;0;0;0;0;0;0
2585;14908;0;2;333;0;0;0;50;0;0;0;0;1;0;0;0;0
2586;3156;1;2;161;0;0;0;50;1;0;0;0;0;0;0;0;0
2586;14909;0;2;161;0;0;0;50;0;0;0;0;1;0;0;0;0
2587;3157;1;2;102;0;0;0;50;1;0;0;0;0;0;0;0;0
2587;14910;0;2;102;0;0;0;50;0;0;0;0;1;0;0;0;0
2588;4840;1;3;10;0;0;0;0;0;1;0;0;0;0;0;0;0
2588;10792;0;3;10;0;0;0;0;0;0;0;0;1;0;0;0;0
2589;375;1;5;16;0;0;0;0;1;0;0;0;0;0;0;0;0
2589;9188;0;5;16;0;0;0;0;0;0;0;0;1;0;0;0;0
2590;3158;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2590;14912;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2591;7234;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2591;14913;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2592;7235;1;2;49;50;0;0;0;0;1;0;0;0;0;0;0;0
2592;14914;0;2;49;50;0;0;0;0;0;0;0;1;0;0;0;0
2593;3159;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2593;14915;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2594;1199;1;3;188;0;0;0;33,33;1;0;0;0;0;0;0;0;0
2594;10793;0;3;188;0;0;0;33,33;0;0;0;0;1;0;0;0;0
2595;7236;1;2;7;0;0;0;0;0;1;0;0;0;0;0;0;0
2595;14916;0;2;7;0;0;0;0;0;0;0;0;1;0;0;0;0
2596;3160;1;2;623;0;0;0;100;1;0;0;0;0;0;0;0;0
2596;14917;0;2;623;0;0;0;100;0;0;0;0;1;0;0;0;0
2596;17016;0;1;1191;0;0;0;200;0;0;0;0;0;0;0;1;0
2597;7237;1;2;1;50;0;0;0;0;1;0;0;0;0;0;0;0
2597;14918;0;2;1;50;0;0;0;0;0;0;0;1;0;0;0;0
2598;1200;1;3;760;0;0;0;33,33;1;0;0;0;0;0;0;0;0
2598;10794;0;3;760;0;0;0;33,33;0;0;0;0;1;0;0;0;0
2599;7238;1;2;262;0;0;0;50;0;1;0;0;0;0;0;0;0
2599;14919;0;2;262;0;0;0;50;0;0;0;0;1;0;0;0;0
2600;3161;1;2;73;0;0;0;0;1;0;0;0;0;0;0;0;0
2600;14920;0;2;73;0;0;0;0;0;0;0;0;1;0;0;0;0
2601;7239;1;2;1;50;0;0;0;0;1;0;0;0;0;0;0;0
2601;14921;0;2;1;50;0;0;0;0;0;0;0;1;0;0;0;0
2602;3911;1;5;33;40;0;0;0;0;1;0;0;0;0;0;0;0
2602;9189;0;5;33;40;0;0;0;0;0;0;0;1;0;0;0;0
2603;3912;1;5;25;40;0;0;40;0;1;0;0;0;0;0;0;0
2603;8608;0;2;46;0;0;0;50;0;0;0;1;0;0;0;0;0
2603;10795;0;3;11;66,67;0;0;33,33;0;0;0;0;1;0;0;0;0
2603;17636;0;2;60;0;0;0;100;0;0;0;0;0;0;0;0;1
2604;1201;1;3;761;0;0;0;66,67;1;0;0;0;0;0;0;0;0
2604;14922;0;2;156;0;0;0;50;0;0;0;0;1;0;0;0;0
2605;7240;1;2;94;0;0;0;0;0;1;0;0;0;0;0;0;0
2605;14923;0;2;94;0;0;0;0;0;0;0;0;1;0;0;0;0
2606;4170;1;4;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2606;9635;0;4;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2607;7242;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2607;14925;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2608;1202;1;3;470;66,67;0;0;33,33;1;0;0;0;0;0;0;0;0
2608;10796;0;3;470;66,67;0;0;33,33;0;0;0;0;1;0;0;0;0
2609;4841;1;3;7;66,67;0;0;0;0;1;0;0;0;0;0;0;0
2609;10797;0;3;7;66,67;0;0;0;0;0;0;0;1;0;0;0;0
2610;7243;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2610;14926;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2611;4842;1;3;832;0;0;0;66,67;0;1;0;0;0;0;0;0;0
2612;184;1;7;206;0;0;0;42,86;1;0;0;0;0;0;0;0;0
2612;15898;0;7;206;0;0;0;42,86;0;0;0;0;0;1;0;0;0
2613;3162;1;2;277;0;0;0;50;1;0;0;0;0;0;0;0;0
2614;7244;1;2;91;50;0;0;50;0;1;0;0;0;0;0;0;0
2614;14927;0;2;91;50;0;0;50;0;0;0;0;1;0;0;0;0
2615;1203;1;3;43;0;0;0;0;1;0;0;0;0;0;0;0;0
2615;10798;0;3;43;0;0;0;0;0;0;0;0;1;0;0;0;0
2616;4843;1;3;906;66,67;0;0;33,33;0;1;0;0;0;0;0;0;0
2616;10799;0;3;906;66,67;0;0;33,33;0;0;0;0;1;0;0;0;0
2617;27;1;19;76;15,79;0;0;5,26;1;0;0;0;0;0;0;0;0
2617;8659;0;19;76;15,79;0;0;5,26;0;0;0;0;1;0;0;0;0
2618;7245;1;2;121;0;0;0;50;0;1;0;0;0;0;0;0;0
2618;14929;0;2;121;0;0;0;50;0;0;0;0;1;0;0;0;0
2619;8312;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0
2619;14930;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0
2620;7246;1;2;6;0;0;0;0;0;1;0;0;0;0;0;0;0
2620;14931;0;2;6;0;0;0;0;0;0;0;0;1;0;0;0;0
2621;3164;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2621;14932;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0
2622;7247;1;2;5;50;0;0;0;0;1;0;0;0;0;0;0;0
2622;14933;0;2;5;50;0;0;0;0;0;0;0;1;0;0;0;0
2623;4844;1;3;2;33,33;0;0;0;0;1;0;0;0;0;0;0;0
2623;10800;0;3;2;33,33;0;0;0;0;0;0;0;1;0;0;0;0
2624;4845;1;3;203;0;0;0;33,33;0;1;0;0;0;0;0;0;0
2624;10801;0;3;203;0;0;0;33,33;0;0;0;0;1;0;0;0;0
2625;7248;1;2;231;0;0;0;50;0;1;0;0;0;0;0;0;0
2625;14934;0;2;231;0;0;0;50;0;0;0;0;1;0;0;0;0
2626;3165;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2627;3166;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2627;14935;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2628;3781;1;6;13;83,33;0;0;0;0;1;0;0;0;0;0;0;0
2628;8963;0;6;13;83,33;0;0;0;0;0;0;0;1;0;0;0;0
2629;631;1;4;13;50;0;0;0;1;0;0;0;0;0;0;0;0
2629;9636;0;4;13;50;0;0;0;0;0;0;0;1;0;0;0;0
2630;7249;1;2;106;0;0;0;0;0;1;0;0;0;0;0;0;0
2630;14936;0;2;106;0;0;0;0;0;0;0;0;1;0;0;0;0
2631;3913;1;5;255;20;0;0;40;0;1;0;0;0;0;0;0;0
2631;9190;0;5;255;20;0;0;40;0;0;0;0;1;0;0;0;0
2632;3167;1;2;137;50;0;0;50;1;0;0;0;0;0;0;0;0
2632;14937;0;2;137;50;0;0;50;0;0;0;0;1;0;0;0;0
2633;7250;1;2;44;0;0;0;0;0;1;0;0;0;0;0;0;0
2633;14938;0;2;44;0;0;0;0;0;0;0;0;1;0;0;0;0
2634;1204;1;3;519;0;0;0;66,67;1;0;0;0;0;0;0;0;0
2634;10802;0;3;519;0;0;0;66,67;0;0;0;0;1;0;0;0;0
2635;17017;1;1;84;0;0;0;100;0;0;0;0;0;0;0;1;0
2636;7251;1;2;31;50;0;0;0;0;1;0;0;0;0;0;0;0
2636;14939;0;2;31;50;0;0;0;0;0;0;0;1;0;0;0;0
2637;3782;1;6;5;33,33;0;0;0;0;1;0;0;0;0;0;0;0
2637;8964;0;6;5;33,33;0;0;0;0;0;0;0;1;0;0;0;0
2638;16675;1;1;235;0;0;0;200;0;0;0;0;0;0;1;0;0
2639;8313;1;2;239;0;0;0;50;0;0;1;0;0;0;0;0;0
2639;14940;0;2;239;0;0;0;50;0;0;0;0;1;0;0;0;0
2640;3168;1;2;53;0;0;0;0;1;0;0;0;0;0;0;0;0
2640;14941;0;2;53;0;0;0;0;0;0;0;0;1;0;0;0;0
2641;7252;1;2;10;50;0;0;0;0;1;0;0;0;0;0;0;0
2642;7253;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2642;14942;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2643;3783;1;6;379;16,67;0;0;33,33;0;1;0;0;0;0;0;0;0
2643;8965;0;6;379;16,67;0;0;33,33;0;0;0;0;1;0;0;0;0
2644;3169;1;2;99;50;0;0;100;1;0;0;0;0;0;0;0;0
2644;14943;0;2;99;50;0;0;100;0;0;0;0;1;0;0;0;0
2644;17637;0;1;197;0;0;0;200;0;0;0;0;0;0;0;0;1
2645;4846;1;3;62;0;0;0;0;0;1;0;0;0;0;0;0;0
2645;10803;0;3;62;0;0;0;0;0;0;0;0;1;0;0;0;0
2646;3170;1;2;852;0;11990;1;200;1;0;0;0;0;0;0;0;0
2646;16234;0;2;852;0;11990;1;200;0;0;0;0;0;1;0;0;0
2646;16349;0;1;1674;0;11990;1;400;0;0;0;0;0;0;1;0;0
2647;4847;1;3;80;0;0;0;0;0;1;0;0;0;0;0;0;0
2647;10804;0;3;80;0;0;0;0;0;0;0;0;1;0;0;0;0
2648;3171;1;2;705;0;0;0;50;1;0;0;0;0;0;0;0;0
2648;14944;0;2;705;0;0;0;50;0;0;0;0;1;0;0;0;0
2649;3172;1;2;18;50;0;0;0;1;0;0;0;0;0;0;0;0
2649;14945;0;2;18;50;0;0;0;0;0;0;0;1;0;0;0;0
2650;7255;1;2;5;0;0;0;0;0;1;0;0;0;0;0;0;0
2650;14946;0;2;5;0;0;0;0;0;0;0;0;1;0;0;0;0
2651;3173;1;2;626;0;0;0;50;1;0;0;0;0;0;0;0;0
2651;14947;0;2;626;0;0;0;50;0;0;0;0;1;0;0;0;0
2652;8314;1;2;24;50;0;0;0;0;0;1;0;0;0;0;0;0
2652;8609;0;2;24;50;0;0;0;0;0;0;1;0;0;0;0;0
2653;3784;1;6;126;50;0;0;83,33;0;1;0;0;0;0;0;0;0
2653;8966;0;6;126;50;0;0;83,33;0;0;0;0;1;0;0;0;0
2653;16676;0;1;359;0;0;0;300;0;0;0;0;0;0;1;0;0
2653;17638;0;2;294;0;0;0;250;0;0;0;0;0;0;0;0;1
2654;8315;1;2;539;50;0;0;50;0;0;1;0;0;0;0;0;0
2654;14948;0;2;539;50;0;0;50;0;0;0;0;1;0;0;0;0
2655;244;1;6;826;33,33;0;0;16,67;1;0;0;0;0;0;0;0;0
2655;15908;0;6;826;33,33;0;0;16,67;0;0;0;0;0;1;0;0;0
2656;7256;1;2;73;50;0;0;50;0;1;0;0;0;0;0;0;0
2656;14949;0;2;73;50;0;0;50;0;0;0;0;1;0;0;0;0
2656;17639;0;1;146;0;0;0;100;0;0;0;0;0;0;0;0;1
2657;3914;1;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0
2657;9191;0;5;5;0;0;0;0;0;0;0;0;1;0;0;0;0
2658;3174;1;2;575;50;0;0;50;1;0;0;0;0;0;0;0;0
2658;14950;0;2;575;50;0;0;50;0;0;0;0;1;0;0;0;0
2659;7257;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2659;14951;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2660;376;1;5;3;20;0;0;0;1;0;0;0;0;0;0;0;0
2660;9192;0;5;3;20;0;0;0;0;0;0;0;1;0;0;0;0
2661;245;1;6;29;50;0;0;0;1;0;0;0;0;0;0;0;0
2661;8967;0;6;29;50;0;0;0;0;0;0;0;1;0;0;0;0
2662;4848;1;3;5;0;0;0;0;0;1;0;0;0;0;0;0;0
2662;10805;0;3;5;0;0;0;0;0;0;0;0;1;0;0;0;0
2663;16677;1;1;52;0;0;0;100;0;0;0;0;0;0;1;0;0
2664;377;1;5;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2664;8462;0;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0
2664;14952;0;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0
2665;3175;1;2;6;0;0;0;0;1;0;0;0;0;0;0;0;0
2666;3176;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2666;14953;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2667;7880;1;4;252;0;0;0;75;0;0;1;0;0;0;0;0;0
2667;8463;0;3;145;0;0;0;66,67;0;0;0;1;0;0;0;0;0
2667;16678;0;1;94;0;0;0;100;0;0;0;0;0;0;1;0;0
2668;7258;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2668;14954;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2669;7259;1;2;115;50;0;0;50;0;1;0;0;0;0;0;0;0
2669;14955;0;2;115;50;0;0;50;0;0;0;0;1;0;0;0;0
2670;378;1;5;19;0;0;0;0;1;0;0;0;0;0;0;0;0
2670;9637;0;4;24;0;0;0;0;0;0;0;0;1;0;0;0;0
2671;7260;1;2;68;50;0;0;0;0;1;0;0;0;0;0;0;0
2672;7261;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0
2672;14956;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0
2673;632;1;4;214;0;0;0;25;1;0;0;0;0;0;0;0;0
2673;9638;0;4;214;0;0;0;25;0;0;0;0;1;0;0;0;0
2674;7263;1;2;91;50;0;0;50;0;1;0;0;0;0;0;0;0
2674;14958;0;2;91;50;0;0;50;0;0;0;0;1;0;0;0;0
2675;1205;1;3;248;0;0;0;66,67;1;0;0;0;0;0;0;0;0
2675;10806;0;3;248;0;0;0;66,67;0;0;0;0;1;0;0;0;0
2676;7811;1;6;10;83,33;0;0;0;0;0;1;0;0;0;0;0;0
2676;8968;0;6;10;83,33;0;0;0;0;0;0;0;1;0;0;0;0
2677;7264;1;2;7;0;0;0;0;0;1;0;0;0;0;0;0;0
2677;16235;0;2;7;0;0;0;0;0;0;0;0;0;1;0;0;0
2678;3177;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2678;14959;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0
2679;8316;1;2;8;0;0;0;50;0;0;1;0;0;0;0;0;0
2679;16679;0;1;12;0;0;0;100;0;0;0;0;0;0;1;0;0
2680;7265;1;2;269;0;0;0;50;0;1;0;0;0;0;0;0;0
2680;14960;0;2;269;0;0;0;50;0;0;0;0;1;0;0;0;0
2681;7266;1;2;93;0;0;0;50;0;1;0;0;0;0;0;0;0
2681;14961;0;2;93;0;0;0;50;0;0;0;0;1;0;0;0;0
2682;3178;1;2;283;0;0;0;100;1;0;0;0;0;0;0;0;0
2682;14962;0;2;283;0;0;0;100;0;0;0;0;1;0;0;0;0
2683;7268;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2683;14964;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2684;7269;1;2;363;0;0;0;50;0;1;0;0;0;0;0;0;0
2684;14965;0;2;363;0;0;0;50;0;0;0;0;1;0;0;0;0
2685;3179;1;2;1;50;0;0;0;1;0;0;0;0;0;0;0;0
2685;14966;0;2;1;50;0;0;0;0;0;0;0;1;0;0;0;0
2686;3180;1;2;62;50;0;0;0;1;0;0;0;0;0;0;0;0
2686;16236;0;2;62;50;0;0;0;0;0;0;0;0;1;0;0;0
2687;3181;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2687;14967;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0
2688;3182;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2688;14968;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2689;7270;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0
2689;14969;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2690;4849;1;3;17;66,67;0;0;0;0;1;0;0;0;0;0;0;0
2690;10807;0;3;17;66,67;0;0;0;0;0;0;0;1;0;0;0;0
2691;3183;1;2;2;50;0;0;0;1;0;0;0;0;0;0;0;0
2691;14970;0;2;2;50;0;0;0;0;0;0;0;1;0;0;0;0
2692;3184;1;2;0;100;0;0;0;1;0;0;0;0;0;0;0;0
2692;14971;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
2693;4851;1;3;106;66,67;0;0;33,33;0;1;0;0;0;0;0;0;0
2693;10809;0;3;106;66,67;0;0;33,33;0;0;0;0;1;0;0;0;0
2694;7989;1;3;72;33,33;0;0;33,33;0;0;1;0;0;0;0;0;0
2694;10811;0;3;72;33,33;0;0;33,33;0;0;0;0;1;0;0;0;0
2695;8317;1;2;0;100;0;0;0;0;0;1;0;0;0;0;0;0
2695;14972;0;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0
